[LOG] System::create                           :         Header version = 2.02.04. Current version = 2.02.04.
[LOG] SystemI::createSoundInternal             :         Stream 0/1: name='videoplayback-2.2Traffic Sound', format=5, channels=2, frequency=48000, lengthbytes=373408, lengthpcm=1568946, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.397034.
[LOG] SystemI::createSound                     :         filename = ../PizzaGame/Build/Desktop/Ambience.bank : mode 02010082
[LOG] SystemI::createSound                     :         FMOD_NONBLOCKING specified.  Putting into queue to be opened asynchronously!
[LOG] SystemI::createSound                     :         setdata soundi = 0x7f7ff48ce748 : node = 0x7f7ff48ce900
[LOG] SystemI::createSound                     :         add node to async list : head = 0x7f7ff40bab38.  list count = 161
[LOG] SystemI::createSound                     :         filename = ../PizzaGame/Build/Desktop/Ambience.bank : mode 02010082
[LOG] SystemI::createSound                     :         FMOD_NONBLOCKING specified.  Putting into queue to be opened asynchronously!
[LOG] SystemI::createSound                     :         setdata soundi = 0x7f7ff48cebb8 : node = 0x7f7ff48ced70
[LOG] SystemI::createSound                     :         add node to async list : head = 0x7f7ff40bab38.  list count = 162
[LOG] SystemI::createSound                     :         filename = ../PizzaGame/Build/Desktop/Ambience.bank : mode 02010082
[LOG] SystemI::createSound                     :         FMOD_NONBLOCKING specified.  Putting into queue to be opened asynchronously!
[LOG] SystemI::createSound                     :         setdata soundi = 0x7f7ff48f7738 : node = 0x7f7ff48f78f0
[LOG] SystemI::createSound                     :         add node to async list : head = 0x7f7ff40bab38.  list count = 163
[LOG] SystemI::createSound                     :         filename = ../PizzaGame/Build/Desktop/Ambience.bank : mode 02010082
[LOG] SystemI::createSound                     :         FMOD_NONBLOCKING specified.  Putting into queue to be opened asynchronously!
[LOG] SystemI::createSound                     :         setdata soundi = 0x7f7ff48f7ba8 : node = 0x7f7ff48f7d60
[LOG] SystemI::createSound                     :         add node to async list : head = 0x7f7ff40bab38.  list count = 164
[LOG] SystemI::createSound                     :         filename = ../PizzaGame/Build/Desktop/Ambience.bank : mode 02010082
[LOG] SystemI::createSound                     :         FMOD_NONBLOCKING specified.  Putting into queue to be opened asynchronously!
[LOG] SystemI::createSound                     :         setdata soundi = 0x7f7ff48f8018 : node = 0x7f7ff48f81d0
[LOG] SystemI::createSound                     :         add node to async list : head = 0x7f7ff40bab38.  list count = 165
[LOG] SystemI::createSound                     :         filename = ../PizzaGame/Build/Desktop/Ambience.bank : mode 02010082
[LOG] SystemI::createSound                     :         FMOD_NONBLOCKING specified.  Putting into queue to be opened asynchronously!
[LOG] SystemI::createSound                     :         setdata soundi = 0x7f7ff4899958 : node = 0x7f7ff48f8310
[LOG] SystemI::createSound                     :         add node to async list : head = 0x7f7ff40bab38.  list count = 166
[LOG] SystemI::createSound                     :         filename = ../PizzaGame/Build/Desktop/Ambience.bank : mode 02010082
[LOG] SystemI::createSound                     :         FMOD_NONBLOCKING specified.  Putting into queue to be opened asynchronously!
[LOG] SystemI::createSound                     :         setdata soundi = 0x7f7ff4899c88 : node = 0x7f7ff489b220
[LOG] SystemI::createSound                     :         add node to async list : head = 0x7f7ff40bab38.  list count = 167
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe35949b8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe353b3b8
[LOG] SystemI::createSoundInternal             :         Create name='../PizzaGame/Build/Desktop/Ambience.bank', mode=0x02010082
[LOG] SystemI::createSoundInternal             :         exinfo->cbsize             = 224
[LOG] SystemI::createSoundInternal             :         exinfo->length             = 13960736
[LOG] SystemI::createSoundInternal             :         exinfo->fileoffset         = 39648
[LOG] SystemI::createSoundInternal             :         exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlist      = 0x7f7fe6783d50
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             :         exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             :         exinfo->initialseekpostype = 1
[LOG] SystemI::createSoundInternal             :         Stream 0/1: name='videoplayback-2.2Traffic Sound', format=5, channels=2, frequency=48000, lengthbytes=373408, lengthpcm=1568946, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.397034.
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe353b3b8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe6755968
[LOG] SystemI::createSoundInternal             :         Create name='../PizzaGame/Build/Desktop/Ambience.bank', mode=0x02010082
[LOG] SystemI::createSoundInternal             :         exinfo->cbsize             = 224
[LOG] SystemI::createSoundInternal             :         exinfo->length             = 13960736
[LOG] SystemI::createSoundInternal             :         exinfo->fileoffset         = 39648
[LOG] SystemI::createSoundInternal             :         exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlist      = 0x7f7fe60b5900
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             :         exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             :         exinfo->initialseekpostype = 1
[LOG] SystemI::createSoundInternal             :         Stream 0/1: name='videoplayback-2.2Traffic Sound', format=5, channels=2, frequency=48000, lengthbytes=373408, lengthpcm=1568946, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.397034.
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe6755968
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe67ac928
[LOG] SystemI::createSoundInternal             :         Create name='../PizzaGame/Build/Desktop/Ambience.bank', mode=0x02010082
[LOG] SystemI::createSoundInternal             :         exinfo->cbsize             = 224
[LOG] SystemI::createSoundInternal             :         exinfo->length             = 13960736
[LOG] SystemI::createSoundInternal             :         exinfo->fileoffset         = 39648
[LOG] SystemI::createSoundInternal             :         exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlist      = 0x7f7fe67a0180
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             :         exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             :         exinfo->initialseekpostype = 1
[LOG] SystemI::createSoundInternal             :         Stream 0/1: name='videoplayback-2.2Traffic Sound', format=5, channels=2, frequency=48000, lengthbytes=373408, lengthpcm=1568946, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.397034.
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe67ac928
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe60c8ed8
[LOG] SystemI::createSoundInternal             :         Create name='../PizzaGame/Build/Desktop/Ambience.bank', mode=0x02010082
[LOG] SystemI::createSoundInternal             :         exinfo->cbsize             = 224
[LOG] SystemI::createSoundInternal             :         exinfo->length             = 13960736
[LOG] SystemI::createSoundInternal             :         exinfo->fileoffset         = 39648
[LOG] SystemI::createSoundInternal             :         exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlist      = 0x7f7fe670a090
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             :         exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             :         exinfo->initialseekpostype = 1
[LOG] SystemI::createSoundInternal             :         Stream 0/1: name='videoplayback-2.2Traffic Sound', format=5, channels=2, frequency=48000, lengthbytes=373408, lengthpcm=1568946, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.397034.
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe60c8ed8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe351e588
[LOG] SystemI::createSoundInternal             :         Create name='../PizzaGame/Build/Desktop/Ambience.bank', mode=0x02010082
[LOG] SystemI::createSoundInternal             :         exinfo->cbsize             = 224
[LOG] SystemI::createSoundInternal             :         exinfo->length             = 13960736
[LOG] SystemI::createSoundInternal             :         exinfo->fileoffset         = 39648
[LOG] SystemI::createSoundInternal             :         exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlist      = 0x7f7fe35f9a80
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             :         exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             :         exinfo->initialseekpostype = 1
[LOG] SystemI::createSoundInternal             :         Stream 0/1: name='videoplayback-2.2Traffic Sound', format=5, channels=2, frequency=48000, lengthbytes=373408, lengthpcm=1568946, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.397034.
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe351e588
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe674cde8
[LOG] SystemI::createSoundInternal             :         Create name='../PizzaGame/Build/Desktop/Ambience.bank', mode=0x02010082
[LOG] SystemI::createSoundInternal             :         exinfo->cbsize             = 224
[LOG] SystemI::createSoundInternal             :         exinfo->length             = 13960736
[LOG] SystemI::createSoundInternal             :         exinfo->fileoffset         = 39648
[LOG] SystemI::createSoundInternal             :         exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlist      = 0x7f7fe6780c20
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             :         exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             :         exinfo->initialseekpostype = 1
[LOG] SystemI::createSoundInternal             :         Stream 0/1: name='videoplayback-2.2Traffic Sound', format=5, channels=2, frequency=48000, lengthbytes=373408, lengthpcm=1568946, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.397034.
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe674cde8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe3532168
[LOG] SystemI::createSoundInternal             :         Create name='../PizzaGame/Build/Desktop/Ambience.bank', mode=0x02010082
